"";"mun";"year";"age_group";"pop";"FXET"
"6217";"170830";2019;"From 55 to 59 years";252;"12"
"6218";"170830";2019;"From 60 to 64 years";190;"13"
"6219";"170830";2019;"From 65 to 69 years";163;"14"
"6220";"170830";2019;"From 70 to 74 years";121;"15"
"6221";"170830";2019;"From 75 to 79 years";85;"16"
"6222";"170830";2019;"From 80 years or more";84;"17"
"6223";"170900";2019;"From 0 to 4 years";1385;"01"
"6224";"170900";2019;"From 10 to 14 years";1200;"03"
"6225";"170900";2019;"From 15 to 19 years";1177;"04"
"6226";"170900";2019;"From 20 to 24 years";1169;"05"
"6227";"170900";2019;"From 25 to 29 years";1037;"06"
"6228";"170900";2019;"From 30 to 34 years";915;"07"
"6229";"170900";2019;"From 35 to 39 years";848;"08"
"6230";"170900";2019;"From 40 to 44 years";756;"09"
"6231";"170900";2019;"From 45 to 49 years";613;"10"
"6232";"170900";2019;"From 5 to 9 years";1276;"02"
"6233";"170900";2019;"From 50 to 54 years";645;"11"
"6234";"170900";2019;"From 55 to 59 years";517;"12"
"6235";"170900";2019;"From 60 to 64 years";414;"13"
"6236";"170900";2019;"From 65 to 69 years";361;"14"
"6237";"170900";2019;"From 70 to 74 years";276;"15"
"6238";"170900";2019;"From 75 to 79 years";189;"16"
"6239";"170900";2019;"From 80 years or more";241;"17"
"6240";"170930";2019;"From 0 to 4 years";1774;"01"
"6241";"170930";2019;"From 10 to 14 years";2005;"03"
"6242";"170930";2019;"From 15 to 19 years";2155;"04"
"6243";"170930";2019;"From 20 to 24 years";2308;"05"
"6244";"170930";2019;"From 25 to 29 years";2276;"06"
"6245";"170930";2019;"From 30 to 34 years";2107;"07"
"6246";"170930";2019;"From 35 to 39 years";2178;"08"
"6247";"170930";2019;"From 40 to 44 years";2050;"09"
"6248";"170930";2019;"From 45 to 49 years";1689;"10"
"6249";"170930";2019;"From 5 to 9 years";1818;"02"
"6250";"170930";2019;"From 50 to 54 years";1421;"11"
"6251";"170930";2019;"From 55 to 59 years";1239;"12"
"6252";"170930";2019;"From 60 to 64 years";907;"13"
"6253";"170930";2019;"From 65 to 69 years";729;"14"
"6254";"170930";2019;"From 70 to 74 years";514;"15"
"6255";"170930";2019;"From 75 to 79 years";348;"16"
"6256";"170930";2019;"From 80 years or more";405;"17"
"6257";"170950";2019;"From 0 to 4 years";5641;"01"
"6258";"170950";2019;"From 10 to 14 years";6953;"03"
"6259";"170950";2019;"From 15 to 19 years";7478;"04"
"6260";"170950";2019;"From 20 to 24 years";7718;"05"
"6261";"170950";2019;"From 25 to 29 years";7748;"06"
"6262";"170950";2019;"From 30 to 34 years";7859;"07"
"6263";"170950";2019;"From 35 to 39 years";7203;"08"
"6264";"170950";2019;"From 40 to 44 years";6563;"09"
"6265";"170950";2019;"From 45 to 49 years";5410;"10"
"6266";"170950";2019;"From 5 to 9 years";5932;"02"
"6267";"170950";2019;"From 50 to 54 years";4762;"11"
"6268";"170950";2019;"From 55 to 59 years";4039;"12"
"6269";"170950";2019;"From 60 to 64 years";3100;"13"
"6270";"170950";2019;"From 65 to 69 years";2286;"14"
"6271";"170950";2019;"From 70 to 74 years";1701;"15"
"6272";"170950";2019;"From 75 to 79 years";999;"16"
"6273";"170950";2019;"From 80 years or more";1255;"17"
"6274";"170980";2019;"From 0 to 4 years";194;"01"
"6275";"170980";2019;"From 10 to 14 years";147;"03"
"6276";"170980";2019;"From 15 to 19 years";158;"04"
"6277";"170980";2019;"From 20 to 24 years";171;"05"
"6278";"170980";2019;"From 25 to 29 years";164;"06"
"6279";"170980";2019;"From 30 to 34 years";161;"07"
"6280";"170980";2019;"From 35 to 39 years";163;"08"
"6281";"170980";2019;"From 40 to 44 years";127;"09"
"6282";"170980";2019;"From 45 to 49 years";101;"10"
"6283";"170980";2019;"From 5 to 9 years";170;"02"
"6284";"170980";2019;"From 50 to 54 years";105;"11"
"6285";"170980";2019;"From 55 to 59 years";88;"12"
"6286";"170980";2019;"From 60 to 64 years";64;"13"
"6287";"170980";2019;"From 65 to 69 years";67;"14"
"6288";"170980";2019;"From 70 to 74 years";63;"15"
"6289";"170980";2019;"From 75 to 79 years";34;"16"
"6290";"170980";2019;"From 80 years or more";38;"17"
"6291";"171050";2019;"From 0 to 4 years";692;"01"
"6292";"171050";2019;"From 10 to 14 years";670;"03"
"6293";"171050";2019;"From 15 to 19 years";633;"04"
"6294";"171050";2019;"From 20 to 24 years";631;"05"
"6295";"171050";2019;"From 25 to 29 years";586;"06"
"6296";"171050";2019;"From 30 to 34 years";503;"07"
"6297";"171050";2019;"From 35 to 39 years";533;"08"
"6298";"171050";2019;"From 40 to 44 years";503;"09"
"6299";"171050";2019;"From 45 to 49 years";425;"10"
"6300";"171050";2019;"From 5 to 9 years";690;"02"
"6301";"171050";2019;"From 50 to 54 years";362;"11"
"6302";"171050";2019;"From 55 to 59 years";316;"12"
"6303";"171050";2019;"From 60 to 64 years";253;"13"
"6304";"171050";2019;"From 65 to 69 years";205;"14"
"6305";"171050";2019;"From 70 to 74 years";158;"15"
"6306";"171050";2019;"From 75 to 79 years";113;"16"
"6307";"171050";2019;"From 80 years or more";160;"17"
"6308";"171070";2019;"From 0 to 4 years";546;"01"
"6309";"171070";2019;"From 10 to 14 years";481;"03"
"6310";"171070";2019;"From 15 to 19 years";466;"04"
"6311";"171070";2019;"From 20 to 24 years";501;"05"
"6312";"171070";2019;"From 25 to 29 years";433;"06"
"6313";"171070";2019;"From 30 to 34 years";419;"07"
"6314";"171070";2019;"From 35 to 39 years";458;"08"
"6315";"171070";2019;"From 40 to 44 years";404;"09"
"6316";"171070";2019;"From 45 to 49 years";304;"10"
"6317";"171070";2019;"From 5 to 9 years";517;"02"
"6318";"171070";2019;"From 50 to 54 years";297;"11"
"6319";"171070";2019;"From 55 to 59 years";289;"12"
"6320";"171070";2019;"From 60 to 64 years";242;"13"
"6321";"171070";2019;"From 65 to 69 years";170;"14"
"6322";"171070";2019;"From 70 to 74 years";135;"15"
"6323";"171070";2019;"From 75 to 79 years";91;"16"
"6324";"171070";2019;"From 80 years or more";111;"17"
"6325";"171090";2019;"From 0 to 4 years";297;"01"
"6326";"171090";2019;"From 10 to 14 years";272;"03"
"6327";"171090";2019;"From 15 to 19 years";297;"04"
"6328";"171090";2019;"From 20 to 24 years";328;"05"
"6329";"171090";2019;"From 25 to 29 years";333;"06"
"6330";"171090";2019;"From 30 to 34 years";248;"07"
"6331";"171090";2019;"From 35 to 39 years";284;"08"
"6332";"171090";2019;"From 40 to 44 years";286;"09"
"6333";"171090";2019;"From 45 to 49 years";233;"10"
"6334";"171090";2019;"From 5 to 9 years";276;"02"
"6335";"171090";2019;"From 50 to 54 years";194;"11"
"6336";"171090";2019;"From 55 to 59 years";163;"12"
"6337";"171090";2019;"From 60 to 64 years";170;"13"
"6338";"171090";2019;"From 65 to 69 years";138;"14"
"6339";"171090";2019;"From 70 to 74 years";88;"15"
"6340";"171090";2019;"From 75 to 79 years";78;"16"
"6341";"171090";2019;"From 80 years or more";92;"17"
"6342";"171110";2019;"From 0 to 4 years";184;"01"
"6343";"171110";2019;"From 10 to 14 years";188;"03"
"6344";"171110";2019;"From 15 to 19 years";189;"04"
"6345";"171110";2019;"From 20 to 24 years";220;"05"
"6346";"171110";2019;"From 25 to 29 years";198;"06"
"6347";"171110";2019;"From 30 to 34 years";173;"07"
"6348";"171110";2019;"From 35 to 39 years";178;"08"
"6349";"171110";2019;"From 40 to 44 years";174;"09"
"6350";"171110";2019;"From 45 to 49 years";175;"10"
"6351";"171110";2019;"From 5 to 9 years";185;"02"
"6352";"171110";2019;"From 50 to 54 years";154;"11"
"6353";"171110";2019;"From 55 to 59 years";116;"12"
"6354";"171110";2019;"From 60 to 64 years";88;"13"
"6355";"171110";2019;"From 65 to 69 years";70;"14"
"6356";"171110";2019;"From 70 to 74 years";55;"15"
"6357";"171110";2019;"From 75 to 79 years";41;"16"
"6358";"171110";2019;"From 80 years or more";39;"17"
"6359";"171150";2019;"From 0 to 4 years";303;"01"
"6360";"171150";2019;"From 10 to 14 years";274;"03"
"6361";"171150";2019;"From 15 to 19 years";263;"04"
"6362";"171150";2019;"From 20 to 24 years";261;"05"
"6363";"171150";2019;"From 25 to 29 years";247;"06"
"6364";"171150";2019;"From 30 to 34 years";231;"07"
"6365";"171150";2019;"From 35 to 39 years";287;"08"
"6366";"171150";2019;"From 40 to 44 years";287;"09"
"6367";"171150";2019;"From 45 to 49 years";291;"10"
"6368";"171150";2019;"From 5 to 9 years";292;"02"
"6369";"171150";2019;"From 50 to 54 years";264;"11"
"6370";"171150";2019;"From 55 to 59 years";227;"12"
"6371";"171150";2019;"From 60 to 64 years";203;"13"
"6372";"171150";2019;"From 65 to 69 years";158;"14"
"6373";"171150";2019;"From 70 to 74 years";105;"15"
"6374";"171150";2019;"From 75 to 79 years";77;"16"
"6375";"171150";2019;"From 80 years or more";79;"17"
"6376";"171180";2019;"From 0 to 4 years";168;"01"
"6377";"171180";2019;"From 10 to 14 years";182;"03"
"6378";"171180";2019;"From 15 to 19 years";173;"04"
"6379";"171180";2019;"From 20 to 24 years";181;"05"
"6380";"171180";2019;"From 25 to 29 years";182;"06"
"6381";"171180";2019;"From 30 to 34 years";151;"07"
"6382";"171180";2019;"From 35 to 39 years";176;"08"
"6383";"171180";2019;"From 40 to 44 years";156;"09"
"6384";"171180";2019;"From 45 to 49 years";135;"10"
"6385";"171180";2019;"From 5 to 9 years";182;"02"
"6386";"171180";2019;"From 50 to 54 years";130;"11"
"6387";"171180";2019;"From 55 to 59 years";113;"12"
"6388";"171180";2019;"From 60 to 64 years";79;"13"
"6389";"171180";2019;"From 65 to 69 years";64;"14"
"6390";"171180";2019;"From 70 to 74 years";53;"15"
"6391";"171180";2019;"From 75 to 79 years";34;"16"
"6392";"171180";2019;"From 80 years or more";34;"17"
"6393";"171190";2019;"From 0 to 4 years";1295;"01"
"6394";"171190";2019;"From 10 to 14 years";1270;"03"
"6395";"171190";2019;"From 15 to 19 years";1233;"04"
"6396";"171190";2019;"From 20 to 24 years";1188;"05"
"6397";"171190";2019;"From 25 to 29 years";1156;"06"
"6398";"171190";2019;"From 30 to 34 years";1093;"07"
"6399";"171190";2019;"From 35 to 39 years";1072;"08"
"6400";"171190";2019;"From 40 to 44 years";918;"09"
"6401";"171190";2019;"From 45 to 49 years";811;"10"
"6402";"171190";2019;"From 5 to 9 years";1236;"02"
"6403";"171190";2019;"From 50 to 54 years";614;"11"
"6404";"171190";2019;"From 55 to 59 years";462;"12"
"6405";"171190";2019;"From 60 to 64 years";340;"13"
"6406";"171190";2019;"From 65 to 69 years";246;"14"
"6407";"171190";2019;"From 70 to 74 years";165;"15"
"6408";"171190";2019;"From 75 to 79 years";130;"16"
"6409";"171190";2019;"From 80 years or more";128;"17"
"6410";"171195";2019;"From 0 to 4 years";539;"01"
"6411";"171195";2019;"From 10 to 14 years";403;"03"
"6412";"171195";2019;"From 15 to 19 years";352;"04"
"6413";"171195";2019;"From 20 to 24 years";398;"05"
"6414";"171195";2019;"From 25 to 29 years";365;"06"
"6415";"171195";2019;"From 30 to 34 years";256;"07"
"6416";"171195";2019;"From 35 to 39 years";272;"08"
"6417";"171195";2019;"From 40 to 44 years";246;"09"
"6418";"171195";2019;"From 45 to 49 years";198;"10"
"6419";"171195";2019;"From 5 to 9 years";493;"02"
"6420";"171195";2019;"From 50 to 54 years";185;"11"
"6421";"171195";2019;"From 55 to 59 years";142;"12"
"6422";"171195";2019;"From 60 to 64 years";133;"13"
"6423";"171195";2019;"From 65 to 69 years";121;"14"
"6424";"171195";2019;"From 70 to 74 years";79;"15"
"6425";"171195";2019;"From 75 to 79 years";63;"16"
"6426";"171195";2019;"From 80 years or more";71;"17"
"6427";"171200";2019;"From 0 to 4 years";277;"01"
"6428";"171200";2019;"From 10 to 14 years";281;"03"
"6429";"171200";2019;"From 15 to 19 years";292;"04"
"6430";"171200";2019;"From 20 to 24 years";275;"05"
"6431";"171200";2019;"From 25 to 29 years";222;"06"
"6432";"171200";2019;"From 30 to 34 years";191;"07"
"6433";"171200";2019;"From 35 to 39 years";228;"08"
"6434";"171200";2019;"From 40 to 44 years";225;"09"
"6435";"171200";2019;"From 45 to 49 years";191;"10"
"6436";"171200";2019;"From 5 to 9 years";267;"02"
"6437";"171200";2019;"From 50 to 54 years";138;"11"
"6438";"171200";2019;"From 55 to 59 years";151;"12"
"6439";"171200";2019;"From 60 to 64 years";128;"13"
"6440";"171200";2019;"From 65 to 69 years";111;"14"
"6441";"171200";2019;"From 70 to 74 years";67;"15"
"6442";"171200";2019;"From 75 to 79 years";44;"16"
"6443";"171200";2019;"From 80 years or more";46;"17"
"6444";"171215";2019;"From 0 to 4 years";171;"01"
"6445";"171215";2019;"From 10 to 14 years";171;"03"
"6446";"171215";2019;"From 15 to 19 years";144;"04"
"6447";"171215";2019;"From 20 to 24 years";138;"05"
"6448";"171215";2019;"From 25 to 29 years";132;"06"
"6449";"171215";2019;"From 30 to 34 years";123;"07"
"6450";"171215";2019;"From 35 to 39 years";142;"08"
"6451";"171215";2019;"From 40 to 44 years";143;"09"
"6452";"171215";2019;"From 45 to 49 years";133;"10"
"6453";"171215";2019;"From 5 to 9 years";169;"02"
"6454";"171215";2019;"From 50 to 54 years";124;"11"
"6455";"171215";2019;"From 55 to 59 years";92;"12"
"6456";"171215";2019;"From 60 to 64 years";76;"13"
"6457";"171215";2019;"From 65 to 69 years";61;"14"
"6458";"171215";2019;"From 70 to 74 years";45;"15"
"6459";"171215";2019;"From 75 to 79 years";29;"16"
"6460";"171215";2019;"From 80 years or more";30;"17"
"6461";"171240";2019;"From 0 to 4 years";357;"01"
"6462";"171240";2019;"From 10 to 14 years";303;"03"
"6463";"171240";2019;"From 15 to 19 years";290;"04"
"6464";"171240";2019;"From 20 to 24 years";340;"05"
"6465";"171240";2019;"From 25 to 29 years";312;"06"
"6466";"171240";2019;"From 30 to 34 years";260;"07"
"6467";"171240";2019;"From 35 to 39 years";213;"08"
"6468";"171240";2019;"From 40 to 44 years";213;"09"
"6469";"171240";2019;"From 45 to 49 years";193;"10"
"6470";"171240";2019;"From 5 to 9 years";343;"02"
"6471";"171240";2019;"From 50 to 54 years";199;"11"
"6472";"171240";2019;"From 55 to 59 years";204;"12"
"6473";"171240";2019;"From 60 to 64 years";192;"13"
"6474";"171240";2019;"From 65 to 69 years";107;"14"
"6475";"171240";2019;"From 70 to 74 years";76;"15"
"6476";"171240";2019;"From 75 to 79 years";66;"16"
"6477";"171240";2019;"From 80 years or more";72;"17"
"6478";"171245";2019;"From 0 to 4 years";307;"01"
"6479";"171245";2019;"From 10 to 14 years";258;"03"
"6480";"171245";2019;"From 15 to 19 years";250;"04"
"6481";"171245";2019;"From 20 to 24 years";249;"05"
"6482";"171245";2019;"From 25 to 29 years";221;"06"
"6483";"171245";2019;"From 30 to 34 years";226;"07"
"6484";"171245";2019;"From 35 to 39 years";238;"08"
"6485";"171245";2019;"From 40 to 44 years";220;"09"
"6486";"171245";2019;"From 45 to 49 years";184;"10"
"6487";"171245";2019;"From 5 to 9 years";279;"02"
"6488";"171245";2019;"From 50 to 54 years";161;"11"
"6489";"171245";2019;"From 55 to 59 years";139;"12"
"6490";"171245";2019;"From 60 to 64 years";115;"13"
"6491";"171245";2019;"From 65 to 69 years";84;"14"
"6492";"171245";2019;"From 70 to 74 years";70;"15"
"6493";"171245";2019;"From 75 to 79 years";48;"16"
"6494";"171245";2019;"From 80 years or more";59;"17"
"6495";"171250";2019;"From 0 to 4 years";441;"01"
"6496";"171250";2019;"From 10 to 14 years";423;"03"
"6497";"171250";2019;"From 15 to 19 years";430;"04"
"6498";"171250";2019;"From 20 to 24 years";470;"05"
"6499";"171250";2019;"From 25 to 29 years";406;"06"
"6500";"171250";2019;"From 30 to 34 years";391;"07"
"6501";"171250";2019;"From 35 to 39 years";366;"08"
"6502";"171250";2019;"From 40 to 44 years";358;"09"
"6503";"171250";2019;"From 45 to 49 years";337;"10"
"6504";"171250";2019;"From 5 to 9 years";433;"02"
"6505";"171250";2019;"From 50 to 54 years";297;"11"
"6506";"171250";2019;"From 55 to 59 years";266;"12"
"6507";"171250";2019;"From 60 to 64 years";201;"13"
"6508";"171250";2019;"From 65 to 69 years";148;"14"
"6509";"171250";2019;"From 70 to 74 years";89;"15"
"6510";"171250";2019;"From 75 to 79 years";67;"16"
"6511";"171250";2019;"From 80 years or more";52;"17"
"6512";"171270";2019;"From 0 to 4 years";314;"01"
"6513";"171270";2019;"From 10 to 14 years";256;"03"
"6514";"171270";2019;"From 15 to 19 years";248;"04"
"6515";"171270";2019;"From 20 to 24 years";292;"05"
"6516";"171270";2019;"From 25 to 29 years";278;"06"
"6517";"171270";2019;"From 30 to 34 years";197;"07"
"6518";"171270";2019;"From 35 to 39 years";158;"08"
"6519";"171270";2019;"From 40 to 44 years";160;"09"
"6520";"171270";2019;"From 45 to 49 years";146;"10"
"6521";"171270";2019;"From 5 to 9 years";283;"02"
"6522";"171270";2019;"From 50 to 54 years";100;"11"
"6523";"171270";2019;"From 55 to 59 years";80;"12"
"6524";"171270";2019;"From 60 to 64 years";54;"13"
"6525";"171270";2019;"From 65 to 69 years";35;"14"
"6526";"171270";2019;"From 70 to 74 years";33;"15"
"6527";"171270";2019;"From 75 to 79 years";24;"16"
"6528";"171270";2019;"From 80 years or more";26;"17"
"6529";"171280";2019;"From 0 to 4 years";326;"01"
"6530";"171280";2019;"From 10 to 14 years";292;"03"
"6531";"171280";2019;"From 15 to 19 years";270;"04"
"6532";"171280";2019;"From 20 to 24 years";299;"05"
"6533";"171280";2019;"From 25 to 29 years";257;"06"
"6534";"171280";2019;"From 30 to 34 years";257;"07"
"6535";"171280";2019;"From 35 to 39 years";233;"08"
"6536";"171280";2019;"From 40 to 44 years";235;"09"
"6537";"171280";2019;"From 45 to 49 years";196;"10"
"6538";"171280";2019;"From 5 to 9 years";320;"02"
"6539";"171280";2019;"From 50 to 54 years";188;"11"
"6540";"171280";2019;"From 55 to 59 years";157;"12"
"6541";"171280";2019;"From 60 to 64 years";117;"13"
"6542";"171280";2019;"From 65 to 69 years";92;"14"
"6543";"171280";2019;"From 70 to 74 years";75;"15"
"6544";"171280";2019;"From 75 to 79 years";48;"16"
"6545";"171280";2019;"From 80 years or more";64;"17"
"6546";"171320";2019;"From 0 to 4 years";1415;"01"
"6547";"171320";2019;"From 10 to 14 years";1519;"03"
"6548";"171320";2019;"From 15 to 19 years";1675;"04"
"6549";"171320";2019;"From 20 to 24 years";1760;"05"
"6550";"171320";2019;"From 25 to 29 years";1505;"06"
"6551";"171320";2019;"From 30 to 34 years";1341;"07"
"6552";"171320";2019;"From 35 to 39 years";1303;"08"
"6553";"171320";2019;"From 40 to 44 years";1207;"09"
"6554";"171320";2019;"From 45 to 49 years";1012;"10"
"6555";"171320";2019;"From 5 to 9 years";1421;"02"
"6556";"171320";2019;"From 50 to 54 years";943;"11"
"6557";"171320";2019;"From 55 to 59 years";835;"12"
"6558";"171320";2019;"From 60 to 64 years";699;"13"
"6559";"171320";2019;"From 65 to 69 years";565;"14"
"6560";"171320";2019;"From 70 to 74 years";393;"15"
"6561";"171320";2019;"From 75 to 79 years";275;"16"
"6562";"171320";2019;"From 80 years or more";380;"17"
"6563";"171330";2019;"From 0 to 4 years";933;"01"
"6564";"171330";2019;"From 10 to 14 years";1017;"03"
"6565";"171330";2019;"From 15 to 19 years";1092;"04"
"6566";"171330";2019;"From 20 to 24 years";1134;"05"
"6567";"171330";2019;"From 25 to 29 years";1030;"06"
"6568";"171330";2019;"From 30 to 34 years";999;"07"
"6569";"171330";2019;"From 35 to 39 years";1031;"08"
"6570";"171330";2019;"From 40 to 44 years";1006;"09"
"6571";"171330";2019;"From 45 to 49 years";857;"10"
"6572";"171330";2019;"From 5 to 9 years";948;"02"
"6573";"171330";2019;"From 50 to 54 years";741;"11"
"6574";"171330";2019;"From 55 to 59 years";644;"12"
"6575";"171330";2019;"From 60 to 64 years";581;"13"
"6576";"171330";2019;"From 65 to 69 years";472;"14"
"6577";"171330";2019;"From 70 to 74 years";370;"15"
"6578";"171330";2019;"From 75 to 79 years";256;"16"
"6579";"171330";2019;"From 80 years or more";323;"17"
"6580";"171360";2019;"From 0 to 4 years";710;"01"
"6581";"171360";2019;"From 10 to 14 years";627;"03"
"6582";"171360";2019;"From 15 to 19 years";532;"04"
"6583";"171360";2019;"From 20 to 24 years";644;"05"
"6584";"171360";2019;"From 25 to 29 years";670;"06"
"6585";"171360";2019;"From 30 to 34 years";482;"07"
"6586";"171360";2019;"From 35 to 39 years";493;"08"
"6587";"171360";2019;"From 40 to 44 years";563;"09"
"6588";"171360";2019;"From 45 to 49 years";514;"10"
"6589";"171360";2019;"From 5 to 9 years";701;"02"
"6590";"171360";2019;"From 50 to 54 years";443;"11"
"6591";"171360";2019;"From 55 to 59 years";416;"12"
"6592";"171360";2019;"From 60 to 64 years";370;"13"
"6593";"171360";2019;"From 65 to 69 years";279;"14"
"6594";"171360";2019;"From 70 to 74 years";207;"15"
"6595";"171360";2019;"From 75 to 79 years";135;"16"
"6596";"171360";2019;"From 80 years or more";161;"17"
"6597";"171370";2019;"From 0 to 4 years";157;"01"
"6598";"171370";2019;"From 10 to 14 years";151;"03"
"6599";"171370";2019;"From 15 to 19 years";178;"04"
"6600";"171370";2019;"From 20 to 24 years";191;"05"
"6601";"171370";2019;"From 25 to 29 years";148;"06"
"6602";"171370";2019;"From 30 to 34 years";157;"07"
"6603";"171370";2019;"From 35 to 39 years";171;"08"
"6604";"171370";2019;"From 40 to 44 years";163;"09"
"6605";"171370";2019;"From 45 to 49 years";206;"10"
"6606";"171370";2019;"From 5 to 9 years";152;"02"
"6607";"171370";2019;"From 50 to 54 years";156;"11"
"6608";"171370";2019;"From 55 to 59 years";120;"12"
"6609";"171370";2019;"From 60 to 64 years";105;"13"
"6610";"171370";2019;"From 65 to 69 years";78;"14"
"6611";"171370";2019;"From 70 to 74 years";59;"15"
"6612";"171370";2019;"From 75 to 79 years";48;"16"
"6613";"171370";2019;"From 80 years or more";39;"17"
"6614";"171380";2019;"From 0 to 4 years";597;"01"
"6615";"171380";2019;"From 10 to 14 years";557;"03"
"6616";"171380";2019;"From 15 to 19 years";538;"04"
"6617";"171380";2019;"From 20 to 24 years";598;"05"
"6618";"171380";2019;"From 25 to 29 years";623;"06"
"6619";"171380";2019;"From 30 to 34 years";608;"07"
"6620";"171380";2019;"From 35 to 39 years";503;"08"
"6621";"171380";2019;"From 40 to 44 years";433;"09"
"6622";"171380";2019;"From 45 to 49 years";360;"10"
"6623";"171380";2019;"From 5 to 9 years";576;"02"
"6624";"171380";2019;"From 50 to 54 years";319;"11"
"6625";"171380";2019;"From 55 to 59 years";238;"12"
"6626";"171380";2019;"From 60 to 64 years";189;"13"
"6627";"171380";2019;"From 65 to 69 years";170;"14"
"6628";"171380";2019;"From 70 to 74 years";130;"15"
"6629";"171380";2019;"From 75 to 79 years";98;"16"
"6630";"171380";2019;"From 80 years or more";121;"17"
"6631";"171395";2019;"From 0 to 4 years";327;"01"
"6632";"171395";2019;"From 10 to 14 years";331;"03"
"6633";"171395";2019;"From 15 to 19 years";319;"04"
"6634";"171395";2019;"From 20 to 24 years";305;"05"
"6635";"171395";2019;"From 25 to 29 years";270;"06"
"6636";"171395";2019;"From 30 to 34 years";231;"07"
"6637";"171395";2019;"From 35 to 39 years";249;"08"
"6638";"171395";2019;"From 40 to 44 years";242;"09"
"6639";"171395";2019;"From 45 to 49 years";206;"10"
"6640";"171395";2019;"From 5 to 9 years";323;"02"
"6641";"171395";2019;"From 50 to 54 years";190;"11"
"6642";"171395";2019;"From 55 to 59 years";148;"12"
"6643";"171395";2019;"From 60 to 64 years";127;"13"
"6644";"171395";2019;"From 65 to 69 years";97;"14"
"6645";"171395";2019;"From 70 to 74 years";73;"15"
"6646";"171395";2019;"From 75 to 79 years";48;"16"
"6647";"171395";2019;"From 80 years or more";65;"17"
"6648";"171420";2019;"From 0 to 4 years";745;"01"
"6649";"171420";2019;"From 10 to 14 years";713;"03"
"6650";"171420";2019;"From 15 to 19 years";655;"04"
"6651";"171420";2019;"From 20 to 24 years";798;"05"
"6652";"171420";2019;"From 25 to 29 years";817;"06"
"6653";"171420";2019;"From 30 to 34 years";723;"07"
"6654";"171420";2019;"From 35 to 39 years";675;"08"
"6655";"171420";2019;"From 40 to 44 years";611;"09"
"6656";"171420";2019;"From 45 to 49 years";548;"10"
"6657";"171420";2019;"From 5 to 9 years";750;"02"
"6658";"171420";2019;"From 50 to 54 years";503;"11"
"6659";"171420";2019;"From 55 to 59 years";436;"12"
"6660";"171420";2019;"From 60 to 64 years";362;"13"
"6661";"171420";2019;"From 65 to 69 years";290;"14"
"6662";"171420";2019;"From 70 to 74 years";229;"15"
"6663";"171420";2019;"From 75 to 79 years";176;"16"
"6664";"171420";2019;"From 80 years or more";213;"17"
"6665";"171430";2019;"From 0 to 4 years";313;"01"
"6666";"171430";2019;"From 10 to 14 years";308;"03"
"6667";"171430";2019;"From 15 to 19 years";288;"04"
"6668";"171430";2019;"From 20 to 24 years";277;"05"
"6669";"171430";2019;"From 25 to 29 years";286;"06"
"6670";"171430";2019;"From 30 to 34 years";297;"07"
"6671";"171430";2019;"From 35 to 39 years";298;"08"
"6672";"171430";2019;"From 40 to 44 years";289;"09"
"6673";"171430";2019;"From 45 to 49 years";247;"10"
"6674";"171430";2019;"From 5 to 9 years";310;"02"
"6675";"171430";2019;"From 50 to 54 years";201;"11"
"6676";"171430";2019;"From 55 to 59 years";191;"12"
"6677";"171430";2019;"From 60 to 64 years";166;"13"
"6678";"171430";2019;"From 65 to 69 years";130;"14"
"6679";"171430";2019;"From 70 to 74 years";111;"15"
"6680";"171430";2019;"From 75 to 79 years";82;"16"
"6681";"171430";2019;"From 80 years or more";104;"17"
"6682";"171488";2019;"From 0 to 4 years";1061;"01"
"6683";"171488";2019;"From 10 to 14 years";1050;"03"
"6684";"171488";2019;"From 15 to 19 years";1005;"04"
"6685";"171488";2019;"From 20 to 24 years";1007;"05"
"6686";"171488";2019;"From 25 to 29 years";952;"06"
"6687";"171488";2019;"From 30 to 34 years";934;"07"
"6688";"171488";2019;"From 35 to 39 years";911;"08"
"6689";"171488";2019;"From 40 to 44 years";832;"09"
"6690";"171488";2019;"From 45 to 49 years";647;"10"
"6691";"171488";2019;"From 5 to 9 years";1036;"02"
"6692";"171488";2019;"From 50 to 54 years";596;"11"
"6693";"171488";2019;"From 55 to 59 years";490;"12"
"6694";"171488";2019;"From 60 to 64 years";396;"13"
"6695";"171488";2019;"From 65 to 69 years";312;"14"
"6696";"171488";2019;"From 70 to 74 years";235;"15"
"6697";"171488";2019;"From 75 to 79 years";173;"16"
"6698";"171488";2019;"From 80 years or more";182;"17"
"6699";"171500";2019;"From 0 to 4 years";305;"01"
"6700";"171500";2019;"From 10 to 14 years";309;"03"
"6701";"171500";2019;"From 15 to 19 years";304;"04"
"6702";"171500";2019;"From 20 to 24 years";336;"05"
"6703";"171500";2019;"From 25 to 29 years";310;"06"
"6704";"171500";2019;"From 30 to 34 years";294;"07"
"6705";"171500";2019;"From 35 to 39 years";290;"08"
"6706";"171500";2019;"From 40 to 44 years";335;"09"
"6707";"171500";2019;"From 45 to 49 years";263;"10"
"6708";"171500";2019;"From 5 to 9 years";310;"02"
"6709";"171500";2019;"From 50 to 54 years";263;"11"
"6710";"171500";2019;"From 55 to 59 years";238;"12"
"6711";"171500";2019;"From 60 to 64 years";183;"13"
"6712";"171500";2019;"From 65 to 69 years";178;"14"
"6713";"171500";2019;"From 70 to 74 years";133;"15"
"6714";"171500";2019;"From 75 to 79 years";84;"16"
"6715";"171500";2019;"From 80 years or more";125;"17"
